query,origin_instruct,app,ground_truth_tool
对了，我在闲鱼里买的复古相机，订单的快递电话号码能找到吗,在闲鱼中查看<搜索内容>订单的快递电话,闲鱼,"[
    {
        ""name"": ""call_order_courier(app, search_info_slot)"",
        ""description"": ""在app中拨打指定订单的快递电话""
    }
]"
麻烦你在闲鱼上看看，我买的手工钱包订单，能不能催下发货呀,在闲鱼中给<搜索内容>订单催发货,闲鱼,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
闲鱼里我买的明星海报订单，帮忙催下配货行不行哦,在闲鱼中给<搜索内容>订单催配货,闲鱼,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
我在闲鱼中买的旧书订单，估计到了，帮我确认收货哈,在闲鱼中给<搜索内容>订单确认收货,闲鱼,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
你能不能帮我在闲鱼上，为我买的二手吉他订单申请售后呀,在闲鱼中给<搜索内容>订单申请售后,闲鱼,"[
    {
        ""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"",
        ""description"": ""在app应用程序中搜索订单,并申请售后""
    }
]"
在闲鱼里买的复古连衣裙，订单想申请换货，原因是尺寸不符，能弄吗,在闲鱼中给<搜索内容>订单申请<售后类型>且原因为<原因>,闲鱼,"[
    {
        ""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"",
        ""description"": ""在app应用程序中搜索订单,并申请售后""
    }
]"
帮我给在闲鱼上买的旧款相机订单评价一下,在闲鱼中评价<搜索内容>订单,闲鱼,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
我在闲鱼中买的二手textbooks订单，评价的时候给个四星，可以吗,在闲鱼中评价<搜索内容>订单且星级为<星级>,闲鱼,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
在闲鱼里买的手工钥匙扣，订单评价内容就写做工精致，很喜欢哦,在闲鱼中评价<搜索内容>订单且评价内容为<文本内容>,闲鱼,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
评价我在闲鱼上买的闲置背包订单时，帮我上传图片哈,在闲鱼中评价<搜索内容>订单并上传图片,闲鱼,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
对于在闲鱼中买的二手运动鞋订单，评价给五星，内容写九成新，穿着舒服，再上传下图片,在闲鱼中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,闲鱼,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
能麻烦你在闲鱼上帮我搜搜二手任天堂Switch呗,在闲鱼中搜索<搜索内容>,闲鱼,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
闲鱼里那个闲置的Kindle Paperwhite，帮我下下单,在闲鱼中下单<搜索内容>,闲鱼,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
悠悠，我想在闲鱼上买个二手跑步机，送到北京市朝阳区建国路88号,在闲鱼中下单<搜索内容>送至<地址>,闲鱼,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
麻烦帮我用支付宝下下单，闲鱼里有个闲置的无人机,在闲鱼中用<支付方式>下单<搜索内容>,闲鱼,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
我打算在闲鱼上买2个16G的二手U盘，用微信支付下单，送到上海市静安区南京西路1266号哦,在闲鱼中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,闲鱼,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
刚在闲鱼上看到个复古海报，还挺好看，帮我收藏一下哈,在闲鱼中收藏<搜索内容>,闲鱼,"[
    {
        ""name"": ""add_into_favorite_goods(app, search_info_slot)"",
        ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""
    }
]"
yoyo，你在闲鱼上搜搜二手笔记本电脑，然后筛选出降价的,在闲鱼中搜索<搜索内容>并筛选降价,闲鱼,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
在闲鱼里，帮我搜下闲置化妆品，把那些新发的筛选出来哦,在闲鱼中搜索<搜索内容>并筛选新发,闲鱼,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
我最近想在闲鱼里买台二手自行车，帮我搜索下并把筛选出广州市,在闲鱼中搜索<搜索内容>并筛选<区域>,闲鱼,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
在闲鱼上搜一下复古手表并筛选出九成新及以上的,在闲鱼中搜索<搜索内容>并筛选<筛选条件>,闲鱼,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
家里灯泡坏了，帮我在抖音火山版的商城里打开下欧普LED灯泡,在抖音火山版的商城中打开<搜索内容>,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
听说最近完美日记眼影盘很火，帮我在抖音火山版商城中打开下评论详情页,在抖音火山版的商城中打开<搜索内容>的评论,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
对了，抖音火山版商城里的华为耳机，规格帮我瞅瞅哈,在抖音火山版的商城中打开<搜索内容>的规格,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
看下抖音火山版的商城中有小米充电宝吗，顺便帮我看下参数,在抖音火山版的商城中打开<搜索内容>的参数,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
打开下抖音火山版商城里的九阳榨汁机的详情页,在抖音火山版的商城中打开<搜索内容>的详情,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
抖音火山版商城中的三只松鼠坚果礼盒，查看送到武汉市武昌区中北路108号的时间行不​,在抖音火山版的商城中查看<搜索内容>送达<地址>的时间,抖音火山版,"[
    {
        ""name"": ""search_delivery_time(app, search_info_slot, address_slot)"",
        ""description"": ""搜索一件商品并根据给出的地址查询该商品送达该地址的预估运送时间""
    }
]"
帮我在抖音火山版商城里加入6包抽纸到购物车,在抖音火山版的商城中加入购物车<数量>的<搜索内容>,抖音火山版,[]
看看L码的森马卫衣抖音火山版商城中有吗，加到购物车里,在抖音火山版的商城中加入购物车<规格>的<搜索内容>,抖音火山版,[]
hi，麻烦把抖音火山版商城里的2瓶装的30ml兰蔻粉水，加入购物车并送到成都市锦江区红星路一段15号,在抖音火山版的商城中加入购物车<规格><数量>的<搜索内容>送至<地址>,抖音火山版,[]
悠悠，帮我把抖音火山版商城中的美的电饭煲，加入购物车并送到广州市天河区天河路385号,在抖音火山版的商城中加入购物车<搜索内容>送至<地址>,抖音火山版,[]
抖音火山版商城里的妮维雅沐浴露，加入下购物车,在抖音火山版的商城中加入购物车<搜索内容>,抖音火山版,[]
帮我在抖音火山版商城中下一下单，珀莱雅双抗精华,在抖音火山版的商城中下单<搜索内容>,抖音火山版,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
