输入query,输入query对应的instruction,输入appname,输入大类,模型原输出,标注输出,是否标注,是否为训练集,,,,,,,,,,,,
YOYO，帮我看看我在唯品会收藏的商品哪些现在还有货。,在唯品会中查看我的收藏中有货商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看收藏的商品是否还有货</Plan><Finish>,,,0,,,,,,,,,,,,
我想在唯品会查看我收藏的那些还有库存的商品，能帮我筛选一下吗？,在唯品会中查看我的收藏中有货商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中打开收藏夹<br>筛选#收藏#在$唯品会$中查看还有库存的商品</Plan><Finish>,,,0,,,,,,,,,,,,
唯品会有办法直接看收藏夹里哪些商品是有货的吗？,在唯品会中查看我的收藏中有货商品,唯品会,收藏,<Plan>#搜索#在$唯品会$中查看收藏夹中的正在销售中的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏夹中的有货商品</Plan><Finish>,√,1,,,,,,,,,,,,
YOYO，快帮我查一下唯品会收藏夹中有哪些商品目前是有货可以买的。,在唯品会中查看我的收藏中有货商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看有货的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏夹中有货的商品</Plan><Finish>,√,1,,,,,,,,,,,,
YoYo，快帮我看看唯品会里我的收藏夹里有没有已经失效的商品！,在唯品会中查看我的收藏中已失效商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看收藏夹中失效的商品</Plan><Finish>,,,0,,,,,,,,,,,,
我想在唯品会上查看我收藏的那些已经失效的商品，能帮我吗？,在唯品会中查看我的收藏中已失效商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看失效商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏夹中失效商品</Plan><Finish>,√,1,,,,,,,,,,,,
YoYo助手，我现在想查一下我在唯品会的收藏夹中哪些商品已经下架了。,在唯品会中查看我的收藏中已失效商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看下架商品</Plan><Finish>,,,0,,,,,,,,,,,,
唯品会APP里的收藏夹有些商品好像不能买了，怎么查看这些失效商品？,在唯品会中查看我的收藏中已失效商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看失效商品</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，能不能帮我整理一下我在唯品会收藏夹里所有已经失效的商品？,在唯品会中查看我的收藏中已失效商品,唯品会,收藏,<Plan>#清理#在$唯品会$中清理收藏夹中的失效商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏夹中的失效商品</Plan><Finish>,√,1,,,,,,,,,,,,
YoYo，快帮我看看唯品会里我最近7天收藏了哪些商品。,在唯品会中查看我的收藏中7天内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看最近7天收藏的商品</Plan><Finish>,,,0,,,,,,,,,,,,
唯品会上有没有办法只查看我收藏夹里这周新增的东西？,在唯品会中查看我的收藏中7天内收藏商品,唯品会,收藏,<Plan>#搜索#在$唯品会$中查看本周新增收藏</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看本周新增收藏</Plan><Finish>,√,1,,,,,,,,,,,,
我想查看在唯品会中7天内收藏的商品列表，能帮我吗？,在唯品会中查看我的收藏中7天内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看7天内收藏的商品列表</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，我之前在唯品会收藏的那些东西，最近一周的是哪些啊？,在唯品会中查看我的收藏中7天内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看最近一周的收藏</Plan><Finish>,,,0,,,,,,,,,,,,
唯品会那个我的收藏页面，能不能按7天内的筛选一下啊？,在唯品会中查看我的收藏中7天内收藏商品,唯品会,收藏,<Plan>#搜索#在$唯品会$中打开收藏<br>#搜索#在$唯品会$中按7天内筛选收藏</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏中7天内收藏</Plan><Finish>,√,1,,,,,,,,,,,,
YoYo，帮我查一下唯品会里我一个月内收藏的商品都有哪些。,在唯品会中查看我的收藏中1个月内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看一个月内收藏的商品</Plan><Finish>,,√,1,,,,,,,,,,,,
我想看看我在唯品会上这一个月收藏了什么东西。,在唯品会中查看我的收藏中1个月内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中打开收藏夹</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏夹中这一个月收藏的东西</Plan><Finish>,√,1,,,,,,,,,,,,
快点打开唯品会，显示我最近一个月的收藏夹内容。,在唯品会中查看我的收藏中1个月内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看最近一个月的收藏夹内容</Plan><Finish>,,,0,,,,,,,,,,,,
唯品会我的收藏里面，最近一个月有没有什么新款啊？,在唯品会中查看我的收藏中1个月内收藏商品,唯品会,收藏,<Plan>#搜索#在$唯品会$中查看最近一个月的新款<br>#收藏#在$唯品会$中查看收藏</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，唯品会收藏夹里的商品能不能按时间筛选，只看一个月内的？,在唯品会中查看我的收藏中1个月内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中按时间筛选商品，只看一个月内的</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，帮我查一下唯品会里我收藏的宝贝，这三个月内收藏的商品有哪些。,在唯品会中查看我的收藏中3个月内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看收藏夹<br>#搜索#在$唯品会$中搜索三个月内收藏的商品</Plan><Finish>,,,0,,,,,,,,,,,,
我想在唯品会上看看我最近三个月收藏了啥好东西。,在唯品会中查看我的收藏中3个月内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看最近三个月收藏的好东西</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo助手，快帮我打开唯品会收藏夹，查看3个月内收藏的商品。,在唯品会中查看我的收藏中3个月内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中打开收藏夹<br>查看3个月内收藏的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏夹中3个月内收藏的商品</Plan><Finish>,√,1,,,,,,,,,,,,
唯品会里的收藏商品怎么找不到三个月内的了？,在唯品会中查看我的收藏中3个月内收藏商品,唯品会,收藏,<Plan>#搜索#在$唯品会$中查看三个月内的收藏商品</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，我之前在唯品会收藏了好多东西，能帮我筛选出近三个月的吗？,在唯品会中查看我的收藏中3个月内收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中打开收藏夹<br>筛选近三个月的收藏</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏夹中近三个月的收藏</Plan><Finish>,√,1,,,,,,,,,,,,
YoYo，快帮我查查唯品会里我半年前收藏的商品都有啥。,在唯品会中查看我的收藏中半年前收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看半年前收藏的商品</Plan><Finish>,,,0,,,,,,,,,,,,
我想看看我在唯品会收藏夹里半年前收藏了哪些东西。,在唯品会中查看我的收藏中半年前收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中打开收藏夹</Plan><Finish>,,,0,,,,,,,,,,,,
唯品会我的收藏里半年前加的那些商品还能买吗？,在唯品会中查看我的收藏中半年前收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中查看半年前加的商品</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，我记得半年前在唯品会收藏过些东西，你能帮我找一下吗？,在唯品会中查看我的收藏中半年前收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中打开收藏夹</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看收藏夹中半年前收藏商品</Plan><Finish>,√,1,,,,,,,,,,,,
请帮我筛选出唯品会收藏列表中半年前收藏的所有商品。,在唯品会中查看我的收藏中半年前收藏商品,唯品会,收藏,<Plan>#收藏#在$唯品会$中筛选半年前收藏的商品</Plan><Finish>,,√,1,,,,,,,,,,,,
在毒里能帮我找一下复古运动鞋吗？,在得物中搜索想要中的<搜索内容>,得物,收藏,<Plan>#搜索#在$得物$中搜索复古运动鞋</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，快帮我搜索得物潮流上想要的潮牌卫衣！,在得物中搜索想要中的<搜索内容>,得物,收藏,<Plan>#搜索#在$得物$中搜索潮流潮牌卫衣</Plan><Finish>,<Plan>#收藏#在$得物$中搜索想要的潮流潮牌卫衣</Plan><Finish>,√,1,,,,,,,,,,,,
得物的想要里有没有限量版的泡泡玛特盲盒？,在得物中搜索想要中的<搜索内容>,得物,收藏,<Plan>#搜索#在$得物$中搜索限量版泡泡玛特盲盒</Plan><Finish>,<Plan>#收藏#在$得物$中搜索想要的限量版泡泡玛特盲盒</Plan><Finish>,√,1,,,,,,,,,,,,
我想在dw上找一双滑板鞋，你能帮我查查吗？,在得物中搜索想要中的<搜索内容>,得物,收藏,<Plan>#搜索#在$得物$中搜索滑板鞋</Plan><Finish>,,,0,,,,,,,,,,,,
得物APP里有Supreme的联名款吗？帮我看看！,在得物中搜索想要中的<搜索内容>,得物,收藏,<Plan>#搜索#在$得物$中搜索Supreme联名款</Plan><Finish>,,,0,,,,,,,,,,,,
帮我打开抖音，进入商城搜索一下水果。,在抖音的商城中搜索<搜索内容>,抖音,搜索,<Plan>#启动#打开$抖音$<br>#搜索#在$抖音$中搜索水果</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，我在抖音短视频里找不到商城入口，你能教我怎么进去搜一下不刷碗美食吗？,在抖音的商城中搜索<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中打开商城入口并搜索不刷碗美食</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索不刷碗美食</Plan><Finish>,√,1,,,,,,,,,,,,
快帮我用dy搜一个运动水杯！,在抖音的商城中搜索<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中搜索运动水杯</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo助手，能不能帮我查查抖音商城里有没有便携式充电宝卖？,在抖音的商城中搜索<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中搜索便携式充电宝</Plan><Finish>,,,0,,,,,,,,,,,,
哎呀，在抖音小视频的商城里能买到手机壳吗？,在抖音的商城中搜索<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中搜索手机壳</Plan><Finish>,,,0,,,,,,,,,,,,
在抖音里帮我找找有没有卖手机壳，要综合排序最推荐的。,在抖音中搜索商城中的<搜索内容>按综合排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索手机壳商城店铺<br>查看搜索结果中最推荐的</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索手机壳按综合排序</Plan><Finish>,√,1,,,,,,,,,,,,
YoYo，快帮我查一下dy商城里的蓝牙耳机哪款最划算！,在抖音中搜索商城中的<搜索内容>按综合排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索蓝牙耳机划算</Plan><Finish>,,,0,,,,,,,,,,,,
你能在抖音短视频里搜一下儿童玩具吗，要综合排序的。,在抖音中搜索商城中的<搜索内容>按综合排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索儿童玩具；综合排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索儿童玩具按综合排序</Plan><Finish>,√,1,,,,,,,,,,,,
我想在抖音里找些好看的杯子，给我推荐几个靠谱的商城吧。,在抖音中搜索商城中的<搜索内容>按综合排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索好看杯子<br>#搜索#在$抖音$中查看靠谱商城</Plan><Finish>,,,0,,,,,,,,,,,,
抖音商城有没有性价比高的运动鞋？帮我查一下综合排名。,在抖音中搜索商城中的<搜索内容>按综合排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索性价比高的运动鞋并查看综合排名</Plan><Finish>,,,0,,,,,,,,,,,,
在抖音视频里搜一下运动鞋，按销量排序。,在抖音中搜索商城中的<搜索内容>按销量排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索运动鞋并按销量排序</Plan><Finish>,,,0,,,,,,,,,,,,
YOYO，帮我找找抖音商城里面销量最高的防晒霜。,在抖音中搜索商城中的<搜索内容>按销量排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索销量最高的防晒霜</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索防晒霜按销量排序</Plan><Finish>,√,1,,,,,,,,,,,,
抖音里面有没有卖收纳箱的？我想看销量排名。,在抖音中搜索商城中的<搜索内容>按销量排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索收纳箱并查看销量排名</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索收纳箱按销量排序</Plan><Finish>,√,1,,,,,,,,,,,,
直接给我调出dy商城销量前几的手机壳。,在抖音中搜索商城中的<搜索内容>按销量排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索销量前几的手机壳</Plan><Finish>,,,0,,,,,,,,,,,,
我在抖音小视频里想找找销量最好的车载充电器，能帮我吗？,在抖音中搜索商城中的<搜索内容>按销量排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索销量最好的车载充电器</Plan><Finish>,,,0,,,,,,,,,,,,
在抖音里找一下商城中的蓝牙耳机，按价格从低到高排序。,在抖音中搜索商城中的<搜索内容>按价格从低到高排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索蓝牙耳机<br>按价格从低到高排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索蓝牙耳机按价格从低到高排序</Plan><Finish>,√,1,,,,,,,,,,,,
YoYo，帮我搜索抖音商城里的保温杯，并按价格由低到高排列。,在抖音中搜索商城中的<搜索内容>按价格从低到高排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索保温杯，并按价格由低到高排列</Plan><Finish>,,,0,,,,,,,,,,,,
抖音短视频里能搜到运动鞋吗？要按价格从低到高排序的哦！,在抖音中搜索商城中的<搜索内容>按价格从低到高排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索运动鞋并按价格排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索运动鞋并按价格从低到高排序</Plan><Finish>,√,1,,,,,,,,,,,,
有没有办法在dy商城中查找商品并按照价格从低到高排好？,在抖音中搜索商城中的<搜索内容>按价格从低到高排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索商品并按照价格从低到高排序</Plan><Finish>,,,0,,,,,,,,,,,,
YoYo，在抖音里能不能搜索商城内容然后按价格升序排？,在抖音中搜索商城中的<搜索内容>按价格从低到高排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索商城内容并按价格升序排列</Plan><Finish>,,,0,,,,,,,,,,,,
帮我打开抖音，在商城里搜一下运动鞋，按价格从高到低排。,在抖音中搜索商城中的<搜索内容>按价格从高到低排序,抖音,搜索,<Plan>#启动#打开$抖音$<br>#搜索#在$抖音$中搜索运动鞋并按价格从高到低排序</Plan><Finish>,,,0,,,,,,,,,,,,
YOYO，快帮我查查抖音短视频里面有没有卖音响的，要最贵的排前面。,在抖音中搜索商城中的<搜索内容>按价格从高到低排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索最贵的音响</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索音响按价格从高到低排序</Plan><Finish>,√,1,,,,,,,,,,,,
在dy上找一下男士手表，记得选商城里的商品，并按价格从高到低排序。,在抖音中搜索商城中的<搜索内容>按价格从高到低排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索男士手表<br>查看#物流#在$抖音$中查看选中的商城商品的物流情况</Plan><Finish>,,,0,,,,,,,,,,,,
YOYO助手，我想看看抖音里的商城有没有新款羽绒服，价格高的优先显示。,在抖音中搜索商城中的<搜索内容>按价格从高到低排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索新款羽绒服并按价格高优先显示</Plan><Finish>,,,0,,,,,,,,,,,,
哎呀，YOYO，我在拼夕夕看到一个按摩椅特别贵，你去抖音商城也搜一下同样的东西，按价格从高到低排给我看看。,在抖音中搜索商城中的<搜索内容>按价格从高到低排序,抖音,搜索,<Plan>#搜索#在$拼多多$中搜索按摩椅<br>#搜索#在$抖音$中搜索按摩椅<br>按照价格从高到低排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索按摩椅按照价格从高到低排序</Plan><Finish>,√,1,,,,,,,,,,,,
帮我看看抖音里有没有卖复古风吊灯的店铺。,在抖音中搜索商城店铺<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中搜索复古风吊灯店铺</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，快帮我搜一下抖音里的美妆套装店铺！,在抖音中搜索商城店铺<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中搜索美妆套装店铺</Plan><Finish>,,,0,,,,,,,,,,,,
我想在抖音商城里找家卖运动水壶的店，能帮我吗？,在抖音中搜索商城店铺<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中搜索运动水壶店铺</Plan><Finish>,,,0,,,,,,,,,,,,
抖音小视频那里面有那种手工皮带店铺吗？推荐一个呗～,在抖音中搜索商城店铺<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中小视频里搜索手工皮带店铺<br>#推荐#在$抖音$中推荐手工皮带店铺</Plan><Finish>,,,0,,,,,,,,,,,,
抖音短视频里怎么搜索宠物用品专卖店啊？,在抖音中搜索商城店铺<搜索内容>,抖音,搜索,<Plan>#搜索#在$抖音$中搜索宠物用品专卖店</Plan><Finish>,,√,1,,,,,,,,,,,,
帮我打开抖音，搜索商城店铺怎么肥四，按综合排序。,在抖音中搜索商城店铺<搜索内容>按综合排序,抖音,搜索,<Plan>#启动#打开$抖音$<br>#搜索#在$抖音$中搜索商城店铺怎么肥四</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索商城店铺怎么肥四按综合排序</Plan><Finish>,√,1,,,,,,,,,,,,
抖音里能不能搜到最推荐的三只松鼠的官方店铺啊？,在抖音中搜索商城店铺<搜索内容>按综合排序,抖音,搜索,<Plan>#搜索#在$抖音$中搜索最推荐的三只松鼠官方店铺</Plan><Finish>,,,0,,,,,,,,,,,,
