大类,app,指令,query,是否重复（1/0）,修改后query,plan（在xx中做什么）,问题,标注人,assistant,,,,,,,
购物-评价,快手极速版,在快手极速版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,在快手极速里怎么给之前买的运动鞋订单评5星，评价内容填“鞋子很舒服，跑步不累脚”，还要上传图片？,,在快手极速里怎么给之前买的运动鞋订单评5星，评价内容填“鞋子很舒服，跑步不累脚”，还需要上传图片？,在快手极速中给运动鞋订单评5星，评价内容为鞋子很舒服，跑步不累脚，并上传图片,√,吴姜涛,好的，已经帮您给快手极速版里的运动鞋订单提交了5星好评，并填写了“鞋子很舒服，跑步不累脚”的评价内容，还为您上传了图片哦。评价已经成功提交啦，有其他需要还可以随时找我哟~,,,,,,,
购物-评价,快手极速版,在快手极速版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,YOYO，帮我评价下我在快手极速版上买的这款蓝牙耳机订单，星级选4星，评价内容写“音质不错但降噪一般”，并且上传一张图片。,,YOYO，帮我评价下我在快手极速版上买的这款蓝牙耳机订单，星级选4星，评价内容写“音质不错但降噪一般”，并且上传一张图片。,在快手极速版中评价商城蓝牙耳机订单，星级为4星，评价内容为音质不错但降噪一般，并上传一张图片,√,吴姜涛,好的呢，已为您在快手极速版上找到对应的蓝牙耳机订单，完成了4星评价，并填写了“音质不错但降噪一般”的评价内容，图片也已经上传成功。有其他需要帮忙的，随时找我哟~,,,,,,,
购物-搜索,快手极速版,在快手极速版中打开商城的国家补贴并搜索<搜索内容>,打开快手极速版帮我进商城看国家补贴里有没有电饭煲。,,打开快手极速版帮我进商城看国家补贴里有没有电饭煲。,在快手极速版中进入商城的国家补贴并搜索电饭煲,√,吴姜涛,好的呢，已经帮您打开快手极速版并进入商城的国家补贴专区查看啦，目前暂时没有看到电饭煲的相关补贴信息。不过补贴活动经常更新，您可以稍后再来看看哦。还有其他需要帮忙的吗？,,,,,,,
购物-搜索,快手极速版,在快手极速版中打开商城的国家补贴并搜索<搜索内容>,快手极速版里的国家补贴专区能搜到运动鞋吗？,,快手极速版里的国家补贴专区能搜到运动鞋吗？,在快手极速版中的国家补贴专区搜索运动鞋,√,吴姜涛,好的，已经在快手极速版的国家补贴专区为您搜索了运动鞋，目前可以找到一些优惠活动哦，快去看看有没有喜欢的吧~还有需要帮忙的吗？,,,,,,,
购物-搜索,拼多多,在拼多多中搜索<搜索内容>,帮我打开拼多多，搜一下夏季连衣裙。,,帮我打开拼多多搜一下夏季连衣裙。,在拼多多中搜索夏季连衣裙,√,吴姜涛,好的，已经为您打开拼多多并搜索了“夏季连衣裙”，海量款式任您挑选～有需要进一步帮您筛选或比价吗？YoYo随时在呢！,,,,,,,
购物-搜索,拼多多,在拼多多中搜索<搜索内容>,我在拼夕夕里能搜到小米手机13吗？,,我在拼夕夕里能搜到小米手机13吗？,在拼夕夕中搜索小米手机13,√,吴姜涛,好的，已经在拼多多里为您搜索到了小米手机13，有多个店铺正在热卖中，需要我帮您看看具体详情吗？,,,,,,,
购物-打开,拼多多,在拼多多中打开<搜索内容>的评论,在拼多多APP里能找到运动鞋的评论吗？,,在拼多多里能找到运动鞋的评论吗？,在拼多多中查找运动鞋的评论,√,吴姜涛,当然可以找到运动鞋的评论啦！您可以在拼多多App中进入商品详情页，下滑就能看到其他买家的真实评价哦。需要我帮您筛选高评分的评论吗？,,,,,,,
购物-打开,拼多多,在拼多多中打开<搜索内容>的评论,打开拼夕夕里那款无线蓝牙耳机的商品详情页，能给我看看买家评论吗？,,打开拼夕夕里那款的商品详情页，能给我看看买家评论吗？,在拼夕夕中打开无线蓝牙耳机的商品详情页，查看买家评论,√,吴姜涛,好的，已经帮您打开拼多多中那款商品的详情页了，正在为您加载买家们的评论信息，稍等片刻哦~,,,,,,,
购物-打开,拼多多,在拼多多中打开<搜索内容>的规格,YoYo，在拼多多里帮我打开一下防晒衣的规格看看。,,YoYo，在拼多多里帮我打开一下防晒衣的规格看看。,在拼多多中打开并查看防晒衣的规格,√,吴姜涛,好的，已经帮您打开拼多多中防晒衣的规格信息啦，如果您需要进一步操作或了解其他内容，随时告诉我哦~,,,,,,,
购物-打开,拼多多,在拼多多中打开<搜索内容>的规格,我想在拼夕夕里查看一下运动鞋的规格，能帮我操作吗？,,我想在拼夕夕里查看一下运动鞋的规格，能帮我操作吗？,在拼夕夕中查看运动鞋的规格,√,吴姜涛,好的，已帮您找到拼多多中运动鞋的相关规格信息，您可以查看具体参数和详情啦，有需要进一步帮助随时告诉我哦~,,,,,,,
购物-打开,拼多多,在拼多多中打开<搜索内容>的参数,在拼多多里打开运动鞋的参数设置。,,在拼多多里打开运动鞋的参数设置。,在拼多多中打开运动鞋的参数设置,√,吴姜涛,好的，已为您在拼多多中找到运动鞋的参数设置页面，您可以根据需求进行调整啦，有需要随时找我哦~,,,,,,,
购物-打开,拼多多,在拼多多中打开<搜索内容>的参数,我想在拼夕夕里查一下连衣裙的参数信息。,,我想在拼夕夕里查一下连衣裙的参数信息。,在拼夕夕中查看连衣裙的参数信息,√,吴姜涛,好的，已为您在拼多多上找到连衣裙的相关商品信息，您可以查看商品详情页了解具体参数哦。需要我帮您筛选或推荐一些款式吗？,,,,,,,
购物-打开,拼多多,在拼多多中打开<搜索内容>的详情,在拼多多app里帮我打开运动鞋的详情页。,,在拼多多app里帮我打开运动鞋的详情页。,在拼多多app中打开运动鞋的详情页,√,吴姜涛,好的呀，已经为您打开拼多多App中的运动鞋详情页啦，快去看看有没有喜欢的款式吧～还有其他想了解的，随时告诉我哦。,,,,,,,
购物-打开,拼多多,在拼多多中打开<搜索内容>的详情,能不能在拼夕夕里面找找看这个无线耳机的详细页面？,,能不能在拼夕夕里面找找看这个无线耳机的详细页面？,在拼夕夕中查找无线耳机的详情页面,√,吴姜涛,好的，已经在拼多多里找到这款无线耳机的详细页面啦，信息都帮您整理好啦，有需要可以随时告诉我哦~,,,,,,,
购物-下单,拼多多,在拼多多中下单<搜索内容>,在拼多多里帮我下单一件连衣裙。,,在拼多多里帮我下单一件连衣裙。,在拼多多中下单一件连衣裙,√,吴姜涛,好的，已为您在拼多多下单了一件连衣裙，订单正在处理中啦。如果有任何变动我会第一时间通知您，还有其他需要帮忙的吗？,,,,,,,
购物-下单,拼多多,在拼多多中下单<搜索内容>,我想在拼多多下单一双运动鞋，能帮我找找吗？,,我想在拼多多下单一双运动鞋，能帮我找找吗？,在拼多多中下单一双运动鞋,√,吴姜涛,好的，已经在拼多多上为您挑选了几款热销运动鞋，还帮您比对了价格和评价，快去看看有没有喜欢的吧！需要更多帮助随时告诉我哦~,,,,,,,
购物-下单,拼多多,在拼多多中下单<规格>的<搜索内容>,在拼多多里下单两件L码的男士T恤。,,在拼多多里下单两件L码的男士T恤。,在拼多多中下单两件L码的男士T恤,√,吴姜涛,好的，已为您在拼多多下单了两件L码的男士T恤，订单正在处理中。有需要查看订单详情或其他帮助，随时告诉我哦~,,,,,,,
购物-下单,拼多多,在拼多多中下单<规格>的<搜索内容>,我想在拼夕夕买一双42码的运动鞋，能帮我下单吗？,,我想在拼夕夕买一双42码的运动鞋，能帮我下单吗？,在拼夕夕中下单一双42码的运动鞋,√,吴姜涛,好的呀，已经帮您在拼多多下单了一双42码的运动鞋，订单信息已同步到您的账号中。如有其他需要，随时找我哦~,,,,,,,
购物-下单,拼多多,在拼多多中下单<数量>的<搜索内容>,在拼多多里帮我下单2件夏季短袖。,,在拼多多里帮我下单2件夏季短袖。,在拼多多中下单2件夏季短袖,√,吴姜涛,好的，已为您在拼多多下单了2件夏季短袖，清凉一夏就靠它们啦～还有其他需要帮忙的吗？,,,,,,,
购物-下单,拼多多,在拼多多中下单<数量>的<搜索内容>,我想在拼夕夕买3双儿童袜子，能直接下单吗？,,我想在拼夕夕买3双儿童袜子，帮我买一下,在拼夕夕中购买3双儿童袜子,√,吴姜涛,好的，已为您找到适合的儿童袜子并加入购物车，需要帮您完成下单支付吗？,,,,,,,
购物-下单,拼多多,在拼多多中下单<搜索内容>送至<地址>,在拼多多app里下单儿童自行车送至北京市朝阳区建国路88号小区8号楼202室。,,在拼多多app里下单儿童自行车送至北京市朝阳区建国路88号小区8号楼202室。,在拼多多app中下单儿童自行车送至北京市朝阳区建国路88号小区8号楼202室,√,吴姜涛,好的，儿童自行车已成功下单，预计很快会送往北京市朝阳区建国路88号小区8号楼202室，有进展我再为您更新哦~,,,,,,,
购物-下单,拼多多,在拼多多中下单<搜索内容>送至<地址>,YoYo助手，帮我找找拼夕夕有没有充电宝，要发顺丰到杭州市西湖区文三路159号。,,YoYo助手，帮我再拼夕夕下单一个充电宝，要发顺丰到杭州市西湖区文三路159号。,在拼夕夕中下单一个充电宝，发顺丰到杭州市西湖区文三路159号,√,吴姜涛,好的呀，已经帮您在拼多多下单了一个充电宝，顺丰会送到杭州市西湖区文三路159号哦。订单信息已同步到您的账号，有需要随时找YoYo~,,,,,,,
购物-下单,拼多多,在拼多多中用<支付方式>下单<搜索内容>,在拼多多用支付宝下单连衣裙。,,在拼多多用支付宝下单连衣裙。,在拼多多中用支付宝下单连衣裙,√,吴姜涛,好的呀，已经帮您在拼多多用支付宝下单购买连衣裙啦，有需要可以随时找YoYo哦~,,,,,,,
购物-下单,拼多多,在拼多多中用<支付方式>下单<搜索内容>,我想在拼夕夕用花呗支付买一双运动鞋。,,我想在拼夕夕用花呗支付买一双运动鞋。,在拼夕夕中用花呗支付购买一双运动鞋,√,吴姜涛,好的，已经帮您成功使用花呗支付购买运动鞋啦，订单已确认提交，很快就可以上脚啦！还有其他需要帮忙的吗？,,,,,,,
