类型,轮次,query,plan,reply,assistant,app,大类,origin_instruct,责任人,tag,,,,,,,,,,,,,
单轮-单任务,1,看下抖音火山版商城中的国家补贴，搜搜薇诺娜特护霜有补贴吗,在$抖音火山版$中打开商城的国家补贴并搜索薇诺娜特护霜​,完成,好的,抖音火山版,搜索,在抖音火山版中打开商城的国家补贴并搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,搜搜抖音火山版中商城直播中的花西子眉笔呗​,在$抖音火山版$中搜索商城直播中的花西子眉笔​,完成,好的,抖音火山版,搜索,在抖音火山版中搜索商城直播中的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,麻烦帮我打开下抖音火山版商城里的韩束官方旗舰店,在$抖音火山版$中的商城打开韩束官方旗舰店店铺​,完成,好的,抖音火山版,打开,在抖音火山版中打开商城中的<店铺名>店铺,,,,,,,,,,,,,,,
单轮-单任务,1,YOYO，帮我在抖音火山版商城中的百雀羚旗舰店搜索下甘油一号,在$抖音火山版$中的商城中百雀羚旗舰店店铺内搜索甘油一号​,完成,好的,抖音火山版,打开,在抖音火山版中商城中的<店铺名>店铺内搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,抖音火山版商城里的自然堂旗舰店，打开下彩妆类别,在$抖音火山版$中打开商城中的自然堂旗舰店店铺的彩妆类别​,完成,好的,抖音火山版,打开,在抖音火山版中打开商城中的<店铺名>店铺的<类别>类别,,,,,,,,,,,,,,,
单轮-单任务,1,帮我关注一下​抖音火山版商城中的相宜本草官方旗舰店,在$抖音火山版$中关注商城中的相宜本草官方旗舰店店铺​,完成,好的,抖音火山版,收藏,在抖音火山版中关注商城中的<店铺名>店铺,,,,,,,,,,,,,,,
单轮-单任务,1,抖音火山版中，搜搜商城特价里的馥蕾诗红茶睡眠面膜,在$抖音火山版$中搜索商城特价中的馥蕾诗红茶睡眠面膜​,完成,好的,抖音火山版,搜索,在抖音火山版中搜索商城特价中的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,没纸用了，YOYO，在抖音火山版商城小时达里搜下清风卷纸,在$抖音火山版$中搜索商城小时达中的清风卷纸​,完成,好的,抖音火山版,搜索,在抖音火山版中搜索商城小时达中的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,想换新手机了，找下抖音火山版商城中的苹果15内存256G的,在$抖音火山版$中的商城搜索苹果15筛选内存256G​,完成,好的,抖音火山版,搜索,在抖音火山版中搜索商城中的<搜索内容>筛选<筛选条件>,,,,,,,,,,,,,,,
单轮-单任务,1,赶紧帮我查下抖音火山版商城里的飞利浦电动牙刷订单的物流单号,在$抖音火山版$中查看商城飞利浦电动牙刷订单的物流单号​,完成,好的,抖音火山版,物流,在抖音火山版中查看商城<搜索内容>订单的物流单号,,,,,,,,,,,,,,,
单轮-单任务,1,悠悠，可以帮我拨打下抖音火山版商城中的百草味饼干订单的电话号吗,在$抖音火山版$中拨打商城中的百草味饼干订单的快递电话​,完成,好的,抖音火山版,物流,在抖音火山版中拨打商城<搜索内容>订单的快递电话,,,,,,,,,,,,,,,
单轮-单任务,1,帮我催一下货吧，抖音火山版商城里的兰蔻小黑瓶订单,在$抖音火山版$中给商城中的兰蔻小黑瓶订单催发货​,完成,好的,抖音火山版,物流,在抖音火山版中给商城<搜索内容>订单催发货,,,,,,,,,,,,,,,
单轮-单任务,1,帮我在抖音火山版商城中的美的洗衣机订单催下配送,在$抖音火山版$中给商城中的美的洗衣机订单催配送​,完成,好的,抖音火山版,物流,在抖音火山版中给商城<搜索内容>订单催配送,,,,,,,,,,,,,,,
单轮-单任务,1,优衣库羽绒服真不错，帮我确认下收货，抖音火山版商城里的优衣库羽绒服订单,在$抖音火山版$中给商城中的给优衣库羽绒服订单确认收货​,完成,好的,抖音火山版,物流,在抖音火山版中给商城<搜索内容>订单确认收货,,,,,,,,,,,,,,,
单轮-单任务,1,红腰子不行啊，帮我在申请一下售后呗，抖音火山版商城中的资生堂红腰子订单​,在$抖音火山版$中给商城中德资生堂红腰子订单申请售后​,完成,好的,抖音火山版,订单,在抖音火山版中给商城<搜索内容>订单申请售后,,,,,,,,,,,,,,,
单轮-单任务,1,连衣裙尺码不合适啊，帮我退一下货，抖音火山版商城里的ZARA连衣裙订单,在$抖音火山版$中给商城中的ZARA连衣裙订单申请退货且原因为尺码不合适​,完成,好的,抖音火山版,订单,在抖音火山版中给商城<搜索内容>订单申请<售后类型>且原因为<原因>,,,,,,,,,,,,,,,
单轮-单任务,1,抖音火山版商城中的完美日记动物眼影盘订单，帮我评价一下哈​,在$抖音火山版$中评价商城中的完美日记动物眼影盘订单​,完成,好的,抖音火山版,评价,在抖音火山版中评价商城<搜索内容>订单,,,,,,,,,,,,,,,
单轮-单任务,1,帮我给抖音火山版商城里的YSL小金条订单五星好评,在$抖音火山版$中评价商城中的YSL小金条订单且星级为五星​,完成,好的,抖音火山版,评价,在抖音火山版中评价商城<搜索内容>订单且星级为<星级>,,,,,,,,,,,,,,,
单轮-单任务,1,保湿乳保湿效果很好啊，帮我评价下抖音火山版商城中的珂润保湿乳订单,在$抖音火山版$中评价商城中的珂润保湿乳订单且评价内容为保湿效果很好,完成,好的,抖音火山版,评价,在抖音火山版中评价商城<搜索内容>订单且评价内容为<文本内容>,,,,,,,,,,,,,,,
单轮-单任务,1,抖音火山版商城里的韩束面膜订单，评价时上传下图片,在$抖音火山版$中评价商城中德韩束面膜订单并上传图片​,完成,好的,抖音火山版,评价,在抖音火山版中评价商城<搜索内容>订单并上传图片,,,,,,,,,,,,,,,
单轮-单任务,1,抖音火山版商城中的自然堂洗面奶订单，评价给四星，内容写清洁力不错，再上传下图片,在$抖音火山版$中评价商城中的自然堂洗面奶订单，星级为四星，评价内容为“清洁力不错”，并上传图片,完成,好的,抖音火山版,评价,在抖音火山版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,,,,,,,,,,,,,,,
单轮-单任务,1,YOYO，麻烦帮我把阿里巴巴收藏的一次性纸杯​删除下,在$阿里巴巴$中删除收藏中的一次性纸杯​,完成,好的,阿里巴巴,收藏,在阿里巴巴中删除收藏中的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,嘿，YOYO，在阿里巴巴上搜下纯棉T恤​,在$阿里巴巴$中搜索纯棉T恤​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,看下阿里巴巴的不锈钢保温杯评论区,在$阿里巴巴$中打开不锈钢保温杯的评论​,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<搜索内容>的评论,,,,,,,,,,,,,,,
单轮-单任务,1,看看阿里巴巴大号收纳箱的规格​详情页,在$阿里巴巴$中打开大号收纳箱的规格​,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<搜索内容>的规格,,,,,,,,,,,,,,,
单轮-单任务,1,哎，想看下阿里巴巴智能手环的参数详情页,在$阿里巴巴$中打开智能手环的参数​,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<搜索内容>的参数,,,,,,,,,,,,,,,
单轮-单任务,1,方便帮我打开阿里巴巴折叠桌椅的详情​吗,在$阿里巴巴$中打开折叠桌椅的详情​,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<搜索内容>的详情,,,,,,,,,,,,,,,
单轮-单任务,1,太慢了啊，赶紧帮我查下阿里巴巴蓝牙耳机送达到深圳市南山区科技园科苑路8号的时间​,在$阿里巴巴$中查看蓝牙耳机送达深圳市南山区科技园科苑路8号的时间​,完成,好的,阿里巴巴,搜索,在阿里巴巴中查看<搜索内容>送达<地址>的时间,,,,,,,,,,,,,,,
单轮-单任务,1,悠悠，可以帮我添加3袋三只松鼠每日坚果到天猫的购物车中吗,在$天猫$中把3袋三只松鼠每日坚果加入购物车,完成,好的,天猫,购物车,在天猫中加入购物车<数量>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,天气冷了，可以帮我把M码的优衣库摇粒绒外套添加到天猫的购物车中吗,在$天猫$中把M码的优衣库摇粒绒外套加入购物车,完成,好的,天猫,购物车,在天猫中加入购物车<规格>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,麻烦帮把戴森吹风机添加到天猫的购物车中,在$天猫$中把戴森吹风机加入购物车,完成,好的,天猫,购物车,在天猫中加入购物车<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,在天猫中加入购物车XL码3件的太平鸟羽绒服送至上海市浦东新区张江高科技园区博云路2号,在$天猫$中把加入购物车的3件XL码太平鸟羽绒服送至上海市浦东新区张江高科技园区博云路2号,完成,好的,天猫,购物车,在天猫中加入购物车<规格><数量>的<搜索内容>送至<地址>,,,,,,,,,,,,,,,
单轮-单任务,1,在天猫中加入购物车九阳全自动豆浆机送至北京市朝阳区建国路88号,在$天猫$中把加入购物车的九阳全自动豆浆机送至北京市朝阳区建国路88号,完成,好的,天猫,购物车,在天猫中加入购物车<搜索内容>送至<地址>,,,,,,,,,,,,,,,
单轮-单任务,1,帮我在阿里巴巴下单下办公文件柜​,在$阿里巴巴$中下单办公文件柜​,完成,好的,阿里巴巴,下单,在阿里巴巴中下单<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,悠悠，在阿里巴巴中下单20cm的毛绒玩具,在$阿里巴巴$中下单20cm的毛绒玩具​,完成,好的,阿里巴巴,下单,在阿里巴巴中下单<规格>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,帮我在阿里巴巴下单50双一次性手套​,在$阿里巴巴$中下单50双一次性手套​,完成,好的,阿里巴巴,下单,在阿里巴巴中下单<数量>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,家里冰箱坏了啊，YOYO，可以帮我在阿里巴巴下单下海尔冰箱并送到成都市锦江区红星路二段88号吗​,在$阿里巴巴$中下单海尔冰箱送至成都市锦江区红星路二段88号​,完成,好的,阿里巴巴,下单,在阿里巴巴中下单<搜索内容>送至<地址>,,,,,,,,,,,,,,,
单轮-单任务,1,帮我用微信支付在阿里巴巴下单男士皮鞋,在$阿里巴巴$中用微信支付下单男士皮鞋​,完成,好的,阿里巴巴,下单,在阿里巴巴中用<支付方式>下单<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,阿里巴巴4包100抽湿纸巾用支付宝下单送上海市静安区南京西路1266号​,在$阿里巴巴$中下单4包100抽的湿纸巾用支付宝支付并送至上海市静安区南京西路1266号​,完成,好的,阿里巴巴,下单,在阿里巴巴中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,,,,,,,,,,,,,,,
单轮-单任务,1,收藏下阿里巴巴的工业级胶带​,在$阿里巴巴$中收藏工业级胶带​,完成,好的,阿里巴巴,收藏,在阿里巴巴中收藏<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,听说1688严选手机壳不错，帮我用阿里巴巴搜下,在$阿里巴巴$中搜索1688严选的手机壳​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索1688严选的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,快，YOYO，搜索下阿里巴巴新品的数据线​,在$阿里巴巴$中搜索新品的数据线​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索新品的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,搜一下​阿里巴巴中工厂的定制礼盒,在$阿里巴巴$中搜索找工厂的定制礼盒​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索找工厂的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,可以帮我在阿里巴巴搜索筛选下可定制​的帆布包吗,在$阿里巴巴$中搜索帆布包筛选可定制​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索<搜索内容>筛选<筛选条件>,,,,,,,,,,,,,,,
单轮-单任务,1,打开阿里巴巴得力办公用品旗舰店​,在$阿里巴巴$中打开得力办公用品旗舰店店铺​,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<店铺名>店铺,,,,,,,,,,,,,,,
单轮-单任务,1,儿子想要一款好用的中性笔，帮我在阿里巴巴晨光文具店铺内搜下中性笔​,在$阿里巴巴$中晨光文具店铺内搜索中性笔​,完成,好的,阿里巴巴,打开,在阿里巴巴中<店铺名>店铺内搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,帮我打开下阿里巴巴3M官方店铺防护用品的类别​页面,在$阿里巴巴$中打开3M官方店铺的防护用品类别​,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<店铺名>店铺的<类别>类别,,,,,,,,,,,,,,,
单轮-单任务,1,手机壳坏了，帮我关注下阿里巴巴华为配件专营店​,在$阿里巴巴$中关注华为配件专营店店铺​,完成,好的,阿里巴巴,收藏,在阿里巴巴中关注<店铺名>店铺,,,,,,,,,,,,,,,
单轮-单任务,1,搜下阿里巴巴里在广东省广州市​的好运蔬果店,在$阿里巴巴$中搜索好运蔬果店并筛选所在地为广东省广州市​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索店铺<店铺名>筛选所在地为<省><市>,,,,,,,,,,,,,,,
单轮-单任务,1,能在阿里巴巴里搜下玩具批发并筛选工厂​,在$阿里巴巴$中搜索店铺玩具批发并筛选工厂​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索店铺<搜索内容>筛选工厂,,,,,,,,,,,,,,,
单轮-单任务,1,YOYO，帮我在阿里巴巴搜下家居用品店并筛选下全店包邮​,在$阿里巴巴$中搜索店铺家居用品筛选全店包邮​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索店铺<搜索内容>筛选全店包邮,,,,,,,,,,,,,,,
单轮-单任务,1,求求了，YOYO，帮我看下阿里巴巴符合ISO9001认证厂商资质的电子元件店铺,在$阿里巴巴$中搜索电子元件店铺并筛选厂商资质为ISO9001认证​,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索店铺<搜索内容>筛选厂商资质为<厂商资质>,,,,,,,,,,,,,,,
单轮-单任务,1,好慢啊，赶紧看下阿里巴巴打印机订单的物流单号​,在$阿里巴巴$中查看打印机订单的物流单号​,完成,好的,阿里巴巴,物流,在阿里巴巴中查看<搜索内容>订单的物流单号,,,,,,,,,,,,,,,
单轮-单任务,1,太难了啊，能帮我拨下阿里巴巴原材料订单的快递电话吗,在$阿里巴巴$中拨打原材料订单的快递电话​,完成,好的,阿里巴巴,物流,在阿里巴巴中拨打<搜索内容>订单的快递电话,,,,,,,,,,,,,,,
单轮-单任务,1,很着急啊，让阿里巴巴包装纸箱订单赶紧发货​,在$阿里巴巴$中给包装纸箱订单催发货​,完成,好的,阿里巴巴,物流,在阿里巴巴中给<搜索内容>订单催发货,,,,,,,,,,,,,,,
单轮-单任务,1,啥情况，赶紧催下阿里巴巴机械设备的订单配送​,在$阿里巴巴$中给机械设备订单催配送​,完成,好的,阿里巴巴,物流,在阿里巴巴中给<搜索内容>订单催配送,,,,,,,,,,,,,,,
单轮-单任务,1,悠悠，帮我确认下收货，阿里巴巴五金工具的订单​,在$阿里巴巴$中给五金工具订单确认收货​,完成,好的,阿里巴巴,物流,在阿里巴巴中给<搜索内容>订单确认收货,,,,,,,,,,,,,,,
单轮-单任务,1,这个塑料容器不好用啊，YOYO，帮我在阿里巴巴塑料容器订单申请下售后​,在$阿里巴巴$中给塑料容器订单申请售后​,完成,好的,阿里巴巴,订单,在阿里巴巴中给<搜索内容>订单申请售后,,,,,,,,,,,,,,,
