user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在闲鱼中查看我买到的待付款订单,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9547
在闲鱼中打开拍照搜索,"[['1', 'open_camera_search(app=""闲鱼"")']]","[['3', 'open_camera_search(app=""闲鱼"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6402
在闲鱼中搜索不锈钢炒锅并按综合排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""不锈钢炒锅"", order_type=""综合 "")']]","[['1', 'search_goods(app=""闲鱼"", search_info=""不锈钢炒锅"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1088
在闲鱼中搜索我的收藏中的登机箱,"[['1', 'search_in_favorite_goods(app=""闲鱼"", search_info=""登机箱"")']]","[['1', 'open_favorite_goods(app=""闲鱼"", filter_type=""无"", order_type=""无"")'], ['2', 'search_in_favorite_goods(app=""闲鱼"", search_info=""登机箱"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9410
在闲鱼中显示我的发布商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""我发布的"")']]","[['2', 'open_orders_sold(app=""闲鱼"", order_status=""我发布的"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8883
在闲鱼中显示我下架的商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""已下架"")']]","[['2', 'open_orders_sold(app=""闲鱼"", order_status=""已下架"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600
在闲鱼中查看购买商品的物流状态,"[['1', 'open_logistics_receive(app=""闲鱼"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""闲鱼"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.6801
在闲鱼中查看我收藏的有效宝贝,"[['1', 'open_favorite_goods(app=""闲鱼"", order_type=""无"", filter_type=""有效"")']]","[['2', 'open_favorite_goods(app=""闲鱼"", filter_type=""有效"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8632
在闲鱼中查看我存的草稿,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""草稿"")']]","[['2', 'open_orders_sold(app=""闲鱼"", order_status=""草稿"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8986
在闲鱼中查看待评价订单,"[['1', 'open_orders_all_review(app=""闲鱼"")']]","[['1', 'open_orders_all_review(app=""闲鱼"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6866
在闲鱼中显示我卖出的待收货商品状态,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""待收货"")']]","[['2', 'open_orders_sold(app=""闲鱼"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9007
在闲鱼中显示我买到的商品待评价订单,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待评价"")']]","[['1', 'open_orders_all_review(app=""闲鱼"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6614
在转转中查看待评价订单,"[['1', 'open_orders_bought(app=""转转"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=""转转"", order_status=""待评价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8884
在转转中查看我卖的订单是否都结束,"[['1', 'open_orders_sold(app=""转转"", order_status=""已完成"")']]","[['2', 'open_orders_sold(app=""转转"", order_status=""已关闭"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8320
在转转中显示待收货订单,"[['1', 'open_orders_bought(app=""转转"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""转转"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9484
在转转中查看我的发布内容,"[['1', 'open_orders_sold(app=""转转"", order_status=""我发布的"")']]","[['2', 'open_orders_sold(app=""转转"", order_status=""我发布的"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8317
在转转中与在线客服聊天,"[['1', 'open_customer_service(app=""转转"")']]","[['1', 'open_customer_service(app=""转转"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5661
在转转中显示待评价的退款售后记录,"[['1', 'open_orders_bought(app=""转转"", order_status=""待评价退款售后"")']]","[['1', 'open_orders_bought(app=""转转"", order_status=""待评价退款售后"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9614
在转转中显示我的销售记录,"[['1', 'open_orders_sold(app=""转转"", order_status=""全部"")']]","[['2', 'open_orders_sold(app=""转转"", order_status=""我卖的"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,0.8377
在得物中查看待收货订单,"[['1', 'open_orders_bought(app=""得物"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""得物"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9359
在抖音中显示购物车中的有货商品列表,"[['1', 'open_cart_content(app=""抖音"", filter_type=""有货"")']]","[['1', 'open_cart_content(app=""抖音"", filter_type=""有货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7847
在抖音火山版中的商城查看待支付订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9313
在抖音火山版中的商城查看订单物流,"[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8829
在抖音火山版中查看我的派送中订单物流,"[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""派送中"")']]","[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""派送中"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9933
在抖音极速版中查看购物车,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""无"")']]","[['1', 'open_cart_content(app=""抖音极速版"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5838
在抖音极速版中列出购物车中的有货商品,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""有货"")']]","[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""有货"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9588
在抖音极速版中的商城查看订单物流,"[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9616
在抖音极速版中的商城搜索‘涂鸦喷漆’店铺，综合排序,"[['1', 'search_stores(app=""抖音极速版"", search_info=""涂鸦喷漆"", order_type=""综合 "")']]","[['2', 'search_stores(app=""抖音极速版"", search_info=""涂鸦喷漆"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1820
在抖音商城中列出待付款订单,"[['1', 'open_orders_bought(app=""抖音"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""抖音商城"", order_status=""待付款"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.0000,0.8333,0.7500,0.8333,0.9350
在抖音商城中拍照找同款,"[['1', 'open_camera_search(app=""抖音"")']]","[['1', 'open_camera_search(app=""抖音商城"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.3333,0.0000,0.0000,0.6667,0.5000,0.6667,0.5944
在抖音商城中调出售后订单列表,"[['1', 'open_orders_bought(app=""抖音"", order_status=""退款售后"")']]","[['1', 'open_orders_bought(app=""抖音商城"", order_status=""退款售后"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.5000,0.8333,0.7500,0.8333,0.9080
在京东中访问商品收藏列表,"[['1', 'open_favorite_goods(app=""京东"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=""京东"")']]",0.0000,1.0000,1.0000,0.5000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.5623
在抖音极速版中签到领积分,"[['1', 'sign_in(app=""抖音极速版"", page_type=""积分"")']]","[['1', 'sign_in(app=""抖音极速版"", page_type=""积分"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8369
在抖音商城中搜索商城关注店铺中的手账贴纸店铺,"[['1', 'search_in_favorite_stores(app=""抖音"", search_info=""手账贴纸店铺"")']]","[['1', 'search_in_favorite_stores(app=""抖音商城"", search_info=""手账贴纸"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.5000,0.7333,0.6250,0.7333,1.0213
在淘宝中筛选收藏中的半年前商品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""半年前"")']]","[['3', 'open_favorite_goods(app=""淘宝"", filter_type=""半年前"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.0000,1.0000,1.0000,1.0000,0.8491
在淘宝中查看签收的快递,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""已签收"")']]","[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""已签收"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8948
在转转中查看我未到的货,"[['1', 'open_orders_bought(app=""转转"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""转转"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9737
在阿里巴巴中显示采购车现货,"[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""有货"")']]","[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""有货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7940
在阿里巴巴中查看搜索历史,"[['1', 'open_search_history(app=""阿里巴巴"")']]","[['1', 'open_search_history(app=""阿里巴巴"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5382
在阿里巴巴中查看待发货订单,"[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待发货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8488
在阿里巴巴中查看待评价订单,"[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待评价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8489
在阿里巴巴中对手账贴纸按销量进行排序,"[['1', 'search_goods(app=""阿里巴巴"", search_info=""手账贴纸"", order_type=""销量"")']]","[['1', 'search_goods(app=""阿里巴巴"", search_info=""手账贴纸"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0697
在阿里巴巴中查找收藏里的便宜补货商品,"[['1', 'open_favorite_goods(app=""阿里巴巴"", order_type=""无"", filter_type=""低价补货"")']]","[['1', 'open_favorite_goods(app=""阿里巴巴"", filter_type=""低价补货"", order_type=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0444
在阿里巴巴中清除搜索记录,"[['1', 'delete_search_history(app=""阿里巴巴"")']]","[['3', 'delete_search_history(app=""阿里巴巴"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5084
在抖音火山版中的商城清除搜索历史,"[['1', 'delete_search_history(app=""抖音火山版"")']]","[['5', 'delete_search_history(app=""抖音火山版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6112
在抖音极速版中的商城清空搜索记录,"[['1', 'delete_search_history(app=""抖音极速版"")']]","[['1', 'delete_search_history(app=""抖音极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6576
在抖音商城中清理搜索历史,"[['1', 'delete_search_history(app=""抖音"")']]","[['3', 'delete_search_history(app=""抖音商城"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.3333,0.0000,0.0000,0.6667,0.5000,0.6667,0.6316
在淘宝中清理搜索历史,"[['1', 'delete_search_history(app=""淘宝"")']]","[['3', 'delete_search_history(app=""淘宝"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6147
在天猫中清除搜索记录,"[['1', 'delete_search_history(app=""天猫"")']]","[['5', 'delete_search_history(app=""天猫"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6145
在闲鱼中删除搜索记录,"[['1', 'delete_search_history(app=""闲鱼"")']]","[['3', 'delete_search_history(app=""闲鱼"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6423
在转转中清除搜索记录,"[['1', 'delete_search_history(app=""转转"")']]","[['3', 'delete_search_history(app=""转转"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6759
在阿里巴巴中查看DIY手账材料,"[['1', 'search_goods(app=""阿里巴巴"", search_info=""DIY手账材料"", order_type=""无"")']]","[['1', 'search_goods(app=""阿里巴巴"", search_info=""DIY手账材料"", order_type=""综合"")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,1.0664
在抖音火山版中查看限量版运动鞋订单,"[['1', 'search_order(app=""抖音火山版"", search_info=""限量版运动鞋"", order_status=""无"")']]","[['1', 'search_order(app=""抖音火山版"", search_info=""限量版运动鞋"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8727
在抖音极速版商城中查看购物车中的手工DIY材料,"[['1', 'search_cart_content(app=""抖音极速版"", search_info=""手工DIY材料"")']]","[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""有货"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8450
在抖音商城中查看DIY手工材料店铺,"[['1', 'search_stores(app=""抖音"", search_info=""DIY手工材料"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音商城"", search_info=""DIY手工材料"")']]",0.0000,1.0000,1.0000,0.6667,0.7500,0.6667,0.5000,0.5000,0.8333,0.7500,0.8333,0.8460
在抖音极速版商城中查看售卖手工编织材料的店铺,"[['1', 'search_stores(app=""抖音极速版"", search_info=""手工编织材料"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音极速版"", search_info=""手工编织材料"", order_type=""销量"")']]",0.0000,1.0000,1.0000,0.8571,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,1.0445
在京东中查看包裹轨迹,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""京东"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7183
在京东中查看我寄出的快递派送情况,"[['1', 'open_logistics_send(app=""京东"", filter_type=""派送中"")']]","[['1', 'open_logistics_send(app=""京东"")'], ['2', 'ask_human(inquire=""请确认您要查看的快递单号"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.4257
在拼多多中查看订单中的手账贴纸,"[['1', 'search_order(app=""拼多多"", search_info=""手账贴纸"", order_status=""无"")']]","[['1', 'search_order(app=""拼多多"", search_info=""手账贴纸"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,0.7779
在淘宝中查看'可爱手机壳',"[['1', 'search_goods(app=""淘宝"", search_info=""可爱手机壳"", order_type=""无"")']]","[['1', 'search_goods(app=""淘宝"", search_info=""可爱手机壳"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,0.6667,0.8931
在淘宝中查看诗集订单,"[['1', 'search_order(app=""淘宝"", search_info=""诗集"", order_status=""无"")']]","[['1', 'search_order(app=""淘宝"", search_info=""诗集"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.6552
在天猫中查看收藏夹里一年前收藏的宝贝,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""一年前"")']]","[['2', 'open_favorite_goods(app=""天猫"", filter_type=""一年前"", order_type=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9817
在抖音商城中查看待收货订单,"[['1', 'open_orders_bought(app=""抖音"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""抖音商城"", order_status=""待收货"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.0000,0.8333,0.7500,0.8333,0.8570
在阿里巴巴中查看关注店铺中的心理学实验器材,"[['1', 'search_in_favorite_stores(app=""阿里巴巴"", search_info=""心理学实验器材"")']]","[['1', 'search_in_favorite_stores(app=""阿里巴巴"", search_info=""心理学实验器材"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8290
在阿里巴巴中查看综合排序的手工编织材料店铺,"[['1', 'search_stores(app=""阿里巴巴"", search_info=""手工编织材料"", order_type=""综合 "", filter_type=""无"")']]","[['2', 'search_stores(app=""阿里巴巴"", search_info=""手工编织材料"", order_type=""综合"")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.6667,0.6667,0.9333,0.8889,0.9333,0.9819
在京东中查看签收的快递,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""已签收"")']]","[['1', 'open_logistics_receive(app=""京东"", filter_type=""已签收"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7383
