tag,大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
单任务,购物-物流,阿里巴巴,好慢啊，赶紧看下阿里巴巴打印机订单的物流单号,在阿里巴巴中查看打印机订单的物流单号,在阿里巴巴中查看<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
单任务,购物-物流,阿里巴巴,太难了啊，能帮我拨下阿里巴巴原材料订单的快递电话吗,在阿里巴巴中拨打原材料订单的快递电话,在阿里巴巴中拨打<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
单任务,购物-物流,阿里巴巴,很着急啊，让阿里巴巴包装纸箱订单赶紧发货,在阿里巴巴中给包装纸箱订单催发货,在阿里巴巴中给<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
单任务,购物-物流,阿里巴巴,啥情况，赶紧催下阿里巴巴机械设备的订单配送,在阿里巴巴中给机械设备订单催配送,在阿里巴巴中给<搜索内容>订单催配送,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
单任务,购物-物流,阿里巴巴,悠悠，帮我确认下收货，阿里巴巴五金工具的订单,在阿里巴巴中给五金工具订单确认收货,在阿里巴巴中给<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
单任务,购物-订单,阿里巴巴,这个塑料容器不好用啊，YOYO，帮我在阿里巴巴塑料容器订单申请下售后,在阿里巴巴中给塑料容器订单申请售后,在阿里巴巴中给<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
单任务,购物-订单,阿里巴巴,哎，这批服装面料质量太差了啊，帮我在阿里巴巴服装面料订单申请换货,在阿里巴巴中给服装面料订单申请换货且原因为质量问题,在阿里巴巴中给<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
单任务,购物-评价,阿里巴巴,帮我评价下阿里巴巴化工原料订单,在阿里巴巴中评价化工原料订单,在阿里巴巴中评价<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-评价,阿里巴巴,今天心情不错，帮我评价下阿里巴巴劳保用品订单，给个四星吧,在阿里巴巴中评价劳保用品订单且星级为四星,在阿里巴巴中评价<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-评价,阿里巴巴,这次农副产品还行，评价一下吧，内容就写新鲜，性价比高，是阿里巴巴的农副产品订单,在阿里巴巴中评价农副产品订单且评价内容为“新鲜，性价比高”,在阿里巴巴中评价<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-评价,阿里巴巴,我没时间，帮我给阿里巴巴工艺品订单评价并上传下图片,在阿里巴巴中评价工艺品订单并上传图片,在阿里巴巴中评价<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-评价,阿里巴巴,YOYO，麻烦帮我给阿里巴巴汽车配件订单评价下，可以给五星，内容写适配，质量好并上传下照片,在阿里巴巴中评价汽车配件订单，星级为五星，评价内容为适配，质量好，并上传图片,在阿里巴巴中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-搜索,唯品会,兰蔻粉水很火呀，在唯品会帮我搜下兰蔻粉水,在唯品会中搜索兰蔻粉水,在唯品会中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
单任务,购物-打开,唯品会,在唯品会帮我打开神仙水,在唯品会中打开神仙水,在唯品会中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-打开,唯品会,小红书有人推荐雅诗兰黛小棕瓶，帮我在唯品会里的看下雅诗兰黛小棕瓶评论详情页,在唯品会中查看雅诗兰黛小棕瓶的评论详情页,在唯品会中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-打开,唯品会,麻烦帮我打开下唯品会耐克运动鞋的规格页面,在唯品会中打开耐克运动鞋的规格页面,在唯品会中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-打开,唯品会,想换平板啊，YOYO，帮我打开唯品会华为平板的参数页,在唯品会中打开华为平板的参数页,在唯品会中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-打开,唯品会,资生堂红腰子好用吗，麻烦帮我在唯品会打开下详情页,在唯品会中打开资生堂红腰子的详情页,在唯品会中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-搜索,唯品会,太难了，赶紧查下唯品会三只松鼠坚果礼盒送到杭州市西湖区文二路328号的时间,在唯品会中查看三只松鼠坚果礼盒送达杭州市西湖区文二路328号的时间,在唯品会中查看<搜索内容>送达<地址>的时间,"[{""name"": ""search_delivery_time(app, search_info_slot, address_slot)"", ""description"": ""搜索一件商品并根据给出的地址查询该商品送达该地址的预估运送时间""}]"
单任务,购物-购物车,唯品会,好便宜啊，帮我把唯品会30ml的迪奥香水加入下购物车,在唯品会中把30ml规格的迪奥香水加入购物车,在唯品会中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-购物车,唯品会,刚看到5片装的面膜，帮我在唯品会加到购物车呗,在唯品会中把5片装的面膜加入购物车,在唯品会中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-购物车,唯品会,母亲节到了，帮我把唯品会百雀羚水乳加进购物车,在唯品会中把百雀羚水乳加入购物车,在唯品会中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-购物车,唯品会,悠悠，帮我把唯品会中送上海市静安区南京西路1266号的2瓶装的500ml的洗发水加到购物车吧,在唯品会中把送至上海市静安区南京西路1266号的2瓶500ml的洗发水加入购物车,在唯品会中将送至<地址>的<数量><规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-购物车,唯品会,YOYO，把之前唯品会中送到北京市海淀区中关村大街28号九阳豆浆机加下购物车吧,在唯品会中把送至北京市海淀区中关村大街28号的九阳豆浆机加入购物车,在唯品会中将送至<地址>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-下单,唯品会,这款还不错啊，帮我在唯品会下单下自然堂洗面奶,在唯品会中下单自然堂洗面奶,在唯品会中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-下单,唯品会,哎呀，没鞋穿了，YOYO，帮我在唯品会下单下中号的匡威帆布鞋,在唯品会中下单中号的匡威帆布鞋,在唯品会中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-下单,唯品会,没纸用了，帮我下单8包抽纸，唯品会,在唯品会中下单8包抽纸,在唯品会中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-下单,唯品会,YOYO，帮我用唯品会下单下苏泊尔电饭煲，送到广州市天河区天河路385号,在唯品会中下单苏泊尔电饭煲送至广州市天河区天河路385号,在唯品会中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
