query,plan,ground_truth,pred_tool_1,pred_score_1,pred_tool_2,pred_score_2,pred_tool_3,pred_score_3,pred_tool_4,pred_score_4,pred_tool_5,pred_score_5,pred_tool_6,pred_score_6,pred_tool_7,pred_score_7,pred_tool_8,pred_score_8,pred_tool_9,pred_score_9,pred_tool_10,pred_score_10,标注结果（n=1）,标注结果（n=3）,标注结果（n=5）
请给我搜索一下拼多多待申请的发票,在$拼多多$中搜索待申请的发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.729295752,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.683465074,"open_customer_service(app, order_slot, store_slot)",0.675867576,open_camera_search(app),0.674711285,open_search_history(app),0.66708219,"sign_in(app, page_type)",0.650344478,"open_favorite_stores(app, filter_type)",0.630375293,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.619793268,"search_order(app, search_info_slot, order_status)",0.617870928,1,1,1
查看拼多多我的订单,在$拼多多$中查看我的订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"open_invoice_page(app, page_type)",0.801285561,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.776738315,open_search_history(app),0.770170519,"open_favorite_stores(app, filter_type)",0.769523351,"search_order(app, search_info_slot, order_status)",0.749173353,"open_logistics_receive(app, filter_type)",0.742034759,"open_customer_service(app, order_slot, store_slot)",0.736097065,"sign_in(app, page_type)",0.715452433,open_orders_all_review(app),0.711866545,1,1,1
请给我搜索一下拼多多我的订单,在$拼多多$中搜索我的订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.992679845,"search_order(app, search_info_slot, order_status)",0.880713458,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.85721207,open_search_history(app),0.822195154,"open_invoice_page(app, page_type)",0.820873751,"open_customer_service(app, order_slot, store_slot)",0.808979587,open_camera_search(app),0.797657165,"open_favorite_stores(app, filter_type)",0.795691411,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.79327697,"sign_in(app, page_type)",0.787779364,1,1,1
查看拼多多待付款订单,在$拼多多$中查看待付款订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"open_invoice_page(app, page_type)",0.768997192,"open_favorite_stores(app, filter_type)",0.697788809,open_orders_all_review(app),0.687555265,open_search_history(app),0.683590841,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.682338501,"sign_in(app, page_type)",0.68151694,"search_order(app, search_info_slot, order_status)",0.679701784,"open_customer_service(app, order_slot, store_slot)",0.67191221,"open_logistics_receive(app, filter_type)",0.047184261,1,1,1
请给我搜索一下拼多多待付款订单,在$拼多多$中搜索待付款订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"open_invoice_page(app, page_type)",0.799331078,"search_order(app, search_info_slot, order_status)",0.774740006,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.76756176,open_camera_search(app),0.756785986,"sign_in(app, page_type)",0.746828005,open_search_history(app),0.745503738,"open_customer_service(app, order_slot, store_slot)",0.73931788,"open_favorite_stores(app, filter_type)",0.727890552,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.705869112,1,1,1
查看拼多多待收货订单,在$拼多多$中查看待收货订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"open_invoice_page(app, page_type)",0.749580591,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.717518469,"open_favorite_stores(app, filter_type)",0.705541535,open_search_history(app),0.699903933,"open_logistics_receive(app, filter_type)",0.692951846,open_orders_all_review(app),0.685939287,"sign_in(app, page_type)",0.683566081,"search_order(app, search_info_slot, order_status)",0.67625844,"open_customer_service(app, order_slot, store_slot)",0.668344927,1,1,1
请给我搜索一下拼多多待收货订单,在$拼多多$中搜索待收货订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.777710404,"open_invoice_page(app, page_type)",0.775603911,"search_order(app, search_info_slot, order_status)",0.757309457,open_search_history(app),0.747058314,open_camera_search(app),0.745882974,"sign_in(app, page_type)",0.741679372,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.730738038,"open_favorite_stores(app, filter_type)",0.727200667,"open_logistics_receive(app, filter_type)",0.724686817,1,1,1
查看拼多多我的评价,在$拼多多$中查看我的评价,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"open_favorite_stores(app, filter_type)",0.900538039,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.898160856,open_orders_all_review(app),0.882168739,"open_invoice_page(app, page_type)",0.875824964,open_search_history(app),0.871048695,"open_customer_service(app, order_slot, store_slot)",0.860173728,"sign_in(app, page_type)",0.82122405,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.801962526,"open_orders_release(app, order_status)",0.767806424,1,1,1
请给我搜索一下拼多多我的评价,在$拼多多$中搜索我的评价,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.946028472,open_search_history(app),0.915841459,open_orders_all_review(app),0.908991923,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.895943237,"open_favorite_stores(app, filter_type)",0.89293947,"open_customer_service(app, order_slot, store_slot)",0.889173761,"open_invoice_page(app, page_type)",0.876173341,"sign_in(app, page_type)",0.870222285,open_camera_search(app),0.868819213,1,1,1
查看拼多多商品收藏,在$拼多多$中查看商品收藏,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,open_search_history(app),0.778875799,"open_orders_bought(app, order_status, filter_detail_slot)",0.745011972,"open_favorite_stores(app, filter_type)",0.743813286,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.709697535,open_camera_search(app),0.703632288,"open_invoice_page(app, page_type)",0.691942951,"sign_in(app, page_type)",0.667223557,"open_orders_release(app, order_status)",0.055244688,"open_cart_content(app, filter_type, filter_detail_slot)",0.053208482,1,1,1
请给我搜索一下拼多多商品收藏,在$拼多多$中搜索商品收藏,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.968262131,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.960211594,open_camera_search(app),0.880011754,"search_cart_content(app, search_info_slot)",0.846889893,open_search_history(app),0.823582349,"search_order(app, search_info_slot, order_status)",0.814988519,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.800536936,"search_in_favorite_stores(app, search_info_slot)",0.784249931,"open_favorite_stores(app, filter_type)",0.775748569,"open_customer_service(app, order_slot, store_slot)",0.757301277,1,1,1
查看拼多多查看店铺关注,在$拼多多$中查看店铺关注,open_favorite_stores,"open_favorite_stores(app, filter_type)",0.999999995,"open_customer_service(app, order_slot, store_slot)",0.735854512,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.725197926,"sign_in(app, page_type)",0.723647957,"open_orders_bought(app, order_status, filter_detail_slot)",0.722785325,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.705405434,open_search_history(app),0.701418473,open_camera_search(app),0.687036248,"search_in_favorite_stores(app, search_info_slot)",0.682676363,"open_invoice_page(app, page_type)",0.664174566,1,1,1
请给我搜索一下拼多多查看店铺关注,在$拼多多$中查看店铺关注,open_favorite_stores,"open_favorite_stores(app, filter_type)",0.999999995,"open_customer_service(app, order_slot, store_slot)",0.735854512,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.725197926,"sign_in(app, page_type)",0.723647957,"open_orders_bought(app, order_status, filter_detail_slot)",0.722785325,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.705405434,open_search_history(app),0.701418473,open_camera_search(app),0.687036248,"search_in_favorite_stores(app, search_info_slot)",0.682676363,"open_invoice_page(app, page_type)",0.664174566,1,1,1
查看拼多多查看退款售后,在$拼多多$中查看退款售后,open_orders_bought,"open_customer_service(app, order_slot, store_slot)",0.967590533,"open_orders_bought(app, order_status, filter_detail_slot)",0.960445966,"open_invoice_page(app, page_type)",0.923133488,"open_favorite_stores(app, filter_type)",0.919511549,open_search_history(app),0.888853674,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.87173848,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.856541851,"sign_in(app, page_type)",0.853872231,open_camera_search(app),0.843055037,"search_order(app, search_info_slot, order_status)",0.815744809,0,1,1
请给我搜索一下拼多多查看退款售后,在$拼多多$中查看退款售后,open_orders_bought,"open_customer_service(app, order_slot, store_slot)",0.967590533,"open_orders_bought(app, order_status, filter_detail_slot)",0.960445966,"open_invoice_page(app, page_type)",0.923133488,"open_favorite_stores(app, filter_type)",0.919511549,open_search_history(app),0.888853674,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.87173848,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.856541851,"sign_in(app, page_type)",0.853872231,open_camera_search(app),0.843055037,"search_order(app, search_info_slot, order_status)",0.815744809,0,1,1
帮我在拼多多中联系官方客服进行查物流,在$拼多多$中联系官方客服进行查物流,open_customer_service,"open_customer_service(app, order_slot, store_slot)",0.999999995,"open_logistics_receive(app, filter_type)",0.864842011,"open_orders_bought(app, order_status, filter_detail_slot)",0.839036503,"sign_in(app, page_type)",0.82176563,"open_favorite_stores(app, filter_type)",0.808715693,"open_logistics_send(app, filter_type)",0.797669282,"open_invoice_page(app, page_type)",0.785303519,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.76484552,open_search_history(app),0.755479563,open_camera_search(app),0.747719344,1,1,1
请联系官方客服进行查物流，在拼多多中,在$拼多多$中联系官方客服进行查物流,open_customer_service,"open_customer_service(app, order_slot, store_slot)",0.999999995,"open_logistics_receive(app, filter_type)",0.864842011,"open_orders_bought(app, order_status, filter_detail_slot)",0.839036503,"sign_in(app, page_type)",0.82176563,"open_favorite_stores(app, filter_type)",0.808715693,"open_logistics_send(app, filter_type)",0.797669282,"open_invoice_page(app, page_type)",0.785303519,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.76484552,open_search_history(app),0.755479563,open_camera_search(app),0.747719344,1,1,1
帮我在拼多多中联系官方客服查我的收件物流,在$拼多多$中联系官方客服查我的收件物流,open_customer_service,"open_customer_service(app, order_slot, store_slot)",0.999999995,"open_logistics_receive(app, filter_type)",0.908219946,"open_orders_bought(app, order_status, filter_detail_slot)",0.902394836,"open_logistics_send(app, filter_type)",0.858928515,"open_invoice_page(app, page_type)",0.824803458,"open_favorite_stores(app, filter_type)",0.821896887,"sign_in(app, page_type)",0.816598834,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.780032682,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.77625141,open_search_history(app),0.766114301,1,1,1
请联系官方客服查我的收件物流，在拼多多中,在$拼多多$中联系官方客服查我的收件物流,open_customer_service,"open_customer_service(app, order_slot, store_slot)",0.999999995,"open_logistics_receive(app, filter_type)",0.908219946,"open_orders_bought(app, order_status, filter_detail_slot)",0.902394836,"open_logistics_send(app, filter_type)",0.858928515,"open_invoice_page(app, page_type)",0.824803458,"open_favorite_stores(app, filter_type)",0.821896887,"sign_in(app, page_type)",0.816598834,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.780032682,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.77625141,open_search_history(app),0.766114301,1,1,1
